abacus abako
spoilage pagkasira
spoiling pamumulok
spoken sinasalitang
spokes rayos
spokesman tagapagsalita
spokesmen tagapagsalita
spokesperson tagapagsalita
spokespersons tagapagsalita
sponges spongha
sponginess labo
sponging pagkukuskos
sponsor isponsor
sponsoring iisponsor
sponsorships sponsorship
spoof madaya
spook multo
spool kareus
spoon kutsara
spoons kutsara
sport isport
sports Pampalakasan
spot lugar
spotlights spotlight
spotting pagtutuklas
spouse asawa
spout pagpulandit
sprain pilay
sprained Natapilok
sprak WIKA
sprawl pagkakahandusay
sprawled nakabulagta
sprawling nababagsak
spray pandilig
sprayer pambomba
spraying pagsabog
spread kumalat
spreading nagkakalat
spreadsheets spreadsheet
spree pagsasaya
sprig suwi
sprightly masigla
spring tagsibol
springboard pambuwelo
springing sumisibol
springtime kabataan
springy talbog
sprinkle pagdidilig
sprinkler pandilig
sprinkling patubigan
sprite engkanto
sprout usbong
sprouted sumibol
sprouting sumisibol
spry maliksi
spud patatas
spume bumula
spun nangangala
spuriously huwad
spurn sumipa
spurned itinakwil
spurt pumulandit
sputnik isputnik
sputum plema
spyglass anteoho
spyhole silipan
spying himanman
squabble pagtatalo
squad pulutong
squadron iskuwadra
squalid hamak
squall palakat
squandering aksaya
square parisukat
squared nakalapat
squares parisukat
squashed lapirat
squashing lapirat
squashy malambot
squatter iskuwater
squatting squat
squawk pumyak
squeak langitngit
squeaky maalatiit
squeal pagsusumbong
squeeze kurutin
squeezed kinatas
squeezer pigaan
squeezing lamuyot
squelch masugpo
squib uyam
squid pusit
squint sumulyap
Squinty Sulimpat
squire eskudero
squirm pamimilipit
squirming mamilipit
squirrel ardilya
squirt pumulandit
stab pagsaksak
stabilisation pagpapapanatag
stabilise patatagin
stabilised nagpapatatag
stabiliser pampatatag
stabilisers stabilizers
stabilises stabilizes
stabilising stabilizing
stability katatagan
stable matatag
staccato estakato
stack salansan
stacked nakasalansan
stacks stack
stadium istadyum
stadiums Istadyum
stage yugto
stagecoach karwahe
staged itinanghal
stages yugto
stagey maarte
stagger suray
staggering pagsuray
stagnate tumimik
stain mantsa
stained marumi
staining paglamlam
stains batik
stair baitang
staircase hagdanan
stairs hagdan
stairway hagdan
stake taya
stakes pusta
stalactite estalaktita
stalagmite estalagmita
stale lipas
stalks tangkay
stalls kuwadra
stamen estamen
stamina tibay
stammer mautal
stamped naselyohang
stampede pagpapanakbuhan
stamping panlililak
stance tindig
stanchion tagataguyod
stand tumayo
standard pamantayan
standardisation standardisasyon
standardised standardized
standardising standardizing
standards pamantayan
standest kinatatayuan
standeth tumatayo
standing nakatayo
standings standing
standpoint kinatatayuan
stands kinatatayuan
standstill pagkahinto
stank bumaho
stanza taludturan
stanzas stanza
star bituin
starch pagkapormal
starchy pormal
stare tumitig
stared tumitig
stargazer mamimituin
staring nakapako
stark panay
starling martines
starlit mabituin
start simula
started nagsimula
starting simula
startle gumulantang
startled nagulat
startling nakagugulat
starts pagsisimula
startup Magsimula
startups startup
starvation gutom
starved nagutom
starving gutom
state estado
stated nakasaad
stately marangal
statement pahayag
statements pahayag
stateroom kamarote
statesman estadista
statesmanship estadismo
statics estatika
stating paglalahad
station estasyon
stationed puwesto
statistic Istatistika
statistical estatistiko
statistically istatistika
statistician estatistiko
statuary estatwaryo
statue rebulto
statues estatwa
statuesque malaistawa
statuette piguriliya
stature tayog
status katayuan
statute batas
statutes palatuntunan
stave mabutas
staves pingga
stay manatili
stayed nagtutulog
staying matigas
stays pananatili
steadfast matatag
steadfastness katatagan
steadied nagpatatag
steadily patuloy
steadiness pagkamatatag
steal magnakaw
stealer magnanakaw
stealing pagnanakaw
stealth nakaw
stealthily patago
stealthy pailalim
steam singaw
steamboat bapor
steamer bapor
steamroller sumagasa
steamy masingaw
steed kabayo
steel asero
steep matarik
steeplejack stiplgek
steer patnubapan
steering pagpipiloto
steersman tagaugit
stem tangkay
stems Nagmumula
stenographer takigrapo
stenographic pantakigrapya
stenography esteno
step hakbang
stepfather tiyuhin
stepmother tiya
steppe kapatagan
stepping tuntong
stereo isteryo
stereos stereo
stereoscopic estereoskopiko
stereotype estereotipo
stereotyped estereotipiko
stereotypes stereotype
stereotyping magbansag
sterile payat
sterilisation isterilisasyon
sterilise pakuluan
sterilised isterilisado
sterilising pangsterilize
sterility baog
sterilized isterilisado
sterling puro
stern mabagsik
sternly mahigpit
stethoscope istetoskop
stevedore estibador
stew ilaga
steward tagapangasiwa
stewardess istuwardes
stewards katiwala
stewardship pagkakatiwala
stewed nilaga
stewpan kasirola
stick tungkod
sticker etiketa
stickiness katigasan
sticking malagkit
stickleback estiklebek
sticky malagkit
stiff matigas
stiffen tumigas
stifling mainis
stigma mantsa
stigmatisation stigmatization
stigmatise stigmatize
stigmatised stigmatized
stigmatising stigmatizing
stiletto panusok
stillness katahimikan
stills still
stilly tahimik
stilt takyaran
Stilton Estilton
stimulate pasiglahin
stimulus pampasigla
stinger tibo
stinging nakatutuya
stingray dahunan
stingy maramot
stink baho
stinking mabaho
stint magtipid
stipend sahod
stipendiary pinagbayaran
stipulate magtadhana
stipulated itinakda
stipulation kasunduan
stipulations takda
stir gumalaw
stirfry ginisa
stirred hinalo
stirrer salarin
stirring pagpapakilos
stirrup estribo
stitch tusok
stitcher tagatahi
stitches tahi
stoat stut
stockade tanggulan
stocking medyas
stockings medyas
stockpile tipon
stockroom pintungan
stocks sapi
stocky pandak
stodge magbusog
stodgy sandat
stoic matiisin
stoke maggatong
stoker hurnero
stole balabal
stolen ninakaw
stolid dungo
stomach tiyan
stone bato
stoned binato
stonemason kantero
stones bato
stoning pagbato
stony napakatigas
stood tumayo
stooge sangkalan
stoop nakatungo
stooped kurkubado
stooping pagyuko
stop itigil
stopgap pasak
stoppage pagkahinto
stopped tumigil
stopper pasak
stopping pagpapahinto
stops hinto
stopwatch segundometro
storage imbakan
store tindahan
storehouse kamalig
storehouses kamalig
storekeeper magtitinda
storeroom bodega
stores Tindahan
storey palapag
storied makasaysayan
stories kwento
stork tagak
storm bagyo
storms bagyo
stormy mabagyo
story kuwento
storyteller mananalaysay
storytelling pagkukuwento
stout matapang
stoutness tibay
stove kalan
stovepipe pausukan
stoves kalan
stowage pagbubunton
straddle sumaklang
strafe rumapido
straggling tumatakas
straight tuwid
straightaway kagayat
straighten ituwid
straightened unatin
straightforward matapat
straightforwardness katapatan
Straightway Pagdaka
strain pinagmanahan
strained pilit
strainer salaan
strait makipot
straiten maghigpit
straitened kapos
straitly siyasat
strange kakaiba
strangely kakaiba
strangeness kakatwaan
strangers estranghero
strangle manakit
strangled bigti
stranglehold pagkainis
strangling pagkainis
strangulation pagbigti
strap tali
strata sapin
stratagem pakana
strategical estratehiko
strategically estratehikong
strategies estratehiya
strategy diskarte
stratosphere estratospera
stratospheric estratosperiko
stratum sapin
straw dayami
strawberry presa
strayed nalalanga
straying naliligaw
streak magguhit
streaked guhitan
streaky ginuhitan
stream sapa
streamed stream
streamer palawit
streamers streamer
streamline talagusan
streams batis
street kalye
streets lansangan
strength lakas
strengthen lakasan
strengthened lumakas
strengthening pagpapalakas
strengths lakas
strenuous masipag
stress diin
stressed pagkabalisa
stresses Iginiit
stressful mabigat
stressing diin
stretched unat
stretcher estretser
stretches umaabot
stretching kahabaan
strew isabog
strewn nagkalat
striated maygitgit
stricken tinamaan
strict mahigpit
stricter mahigpit
strictest mahigpit
strictly mahigpit
strictness katumpakan
stricture tuligsa
strident palirit
strifes pagtatalo
strike welga
strikes strike
string tali
stringency kahigpitan
stringent mahigpit
strings string
stringy mahibla
stripe guhit
stripes guhitan
stripped baklas
stripping pagkakalag
strips piraso
strive magsikap
strives Nagsusumikap
striving nagsusumikap
strivings pakikipagtalo
stroke kudlit
strokes stroke
stroll mamasyal
stroller andador
strong malakas
stronger malakas
strongest pinakamatibay
strongly malakas
strontium estrontyum
strop tagisan
strophe stropa
struck gulat
structural estruktural
structure kaayusan
structured nakabalangkas
structures istruktura
structuring iistraktura
struggle magsagupa
struggled nahirapan
struggles pakikibaka
struggling nahihirapan
strummed kinakalabit
strutter estruter
strychnine estriknina
stub talunaryo
stubble pinaggapasan
stubbly matutsang
stubs stub
stucco estuko
stuck mapagmataas
studied aral
studio talyer
stuffed pinalamanan
stuffiness kapuputan
stuffing palaman
stumble marapa
stumbles natitisod
stumbling Nagkakamali
stunned masindak
stunning napakaganda
stunted puril
stunts stunt
stupid bobo
stupidity kahangalan
sturdy matibay
stutter mautal
style estilo
styled istilong
styles estilo
styling estilo
stylishly istilo
stylishness katikasan
stylistic pangkakanyahan
stylus pluma
suasion panghihikayat
suavity galang
subcontractor subkontraktor
subcontractors subcontractor
subcultures Subculture
subdivided Binubuo
subdivision pangkat
subdivisions subdivision
subdue sumupil
subdued sakop
subdues nagpapasuko
subduing pagsupil
subeditor patnugot
subgroups subgroup
subheading pamagat
subject paksa
subjected sumailalim
subjection pagkasakop
subjective pansarili
subjectivism subyektibismo
subjectivist suhetibistang
subjoin magdagdag
subjugate sumupil
subjugated lupig
subjugation pagsupil
subjunctive panakali
sublimate sublimat
sublimation pangingimbabaw
sublime napakaganda
sublimity kadakilaan
submerge lumubog
submerged lubog
submergence pagkakalubog
submersion pagkakalubog
submissiveness pagpapasakop
submit isumite
submits isinusumite
submitted isinumite
submitting pagsusumite
subordinate pantulong
subordination pagpapasupil
subpoena subpena
subscribe sumuskribi
subscriber suskritor
subscribing subscribe
subscription suskrisyon
subsection subseksyon
subsections subsection
subsequent kasunod
subserve tulungan
subservience paninipsip
subsets subset
subside tumila
subsided hupa
subsidence paghupa
subsidiary pantulong
subsidised subsidized
subsidises subsidizes
subsidising subsidizing
subsist mabuhay
subsonic subsonik
substance sangkap
substantial matibay
substantiate patunayan
substantiating pinatutunayan
substantiation pagpapatunay
substantive pangngalan
substation subistasyon
substitute kapalit
substituted Palitan
substitutes pamalit
substitution pagpapalit
substitutions pamalit
substratum salig
substructure salig
subterfuge pagkukunwari
subtil tuso
subtile tuso
subtilty daya
subtitled subtitle
subtitles subtitle
subtle mapaglalang
subtlety kapitaganan
subtract magbawas
subtracted bawas
subtracting pagbabawas
subtraction pagbabawas
subtracts Ibinabawas
subtropical subtropiko
suburbs nayon
subversion pagbabagsak
subversive mapangwasak
subvert pasamain
subverted napahamak
succeed magtagumpay
succeeded nagtagumpay
succeeding sumunod
succeeds magtagumpay
success tagumpay
successes tagumpay
successful matagumpay
successfully matagumpay
successor kapalit
successors tagapagmana
succor saklolo
succour saklolo
succulence pagkamakatas
succulent makatas
succumbed sumuko
such gayon
suchlike katulad
suck pagsuso
sucked sinipsip
sucker pasusuhin
suckle sumuso
suction higop
sudden bigla
suddenly bigla
suddenness pagkabigla
suds pinagsabunan
sued mademanda
suede gamusa
suet sebo
suffer magtiis
sufferance pagbabata
suffered nagdusa
suffereth nagbabata
suffering paghihirap
sufferings pagbabata
suffers naghihirap
suffice magkasiya
sufficiency kasapatan
sufficient sapat
sufficiently sapat
sufficing nagsasarili
suffix hulapi
suffixes suffix
suffocated inis
suffocation inis
suffrage paghahalal
suffuse mapuno
suffusion kulay
sugar asukal
sugarcane tubo
sugary matamis
suggest magmungkahi
suggested iminungkahing
suggestibility parunggit
suggesting pagmumungkahi
suggestion mungkahi
suggestions suhestiyon
suggests nagmumungkahi
suicide pagpapakamatay
suicides pagpapatiwakal
suit paghahabla
suitable angkop
suitableness kawastuan
suitcase maleta
suitcases maleta
suited hiyang
suiting teternuhin
suitor manliligaw
suitors manliligaw
suits nababagay
sulk pagtatampo
sulkiness balingusgos
sulky nagtatampo
sullen nagtatampo
sullenness balingusngos
sully dungisan
sulphate sulpit
sulphide sulpid
sulphur asupre
sulphuric sulpuriko
sulphurous malaasupre
Sulpicius Sulpicio
sultry alinsangan
sum kabuuan
summaries buod
summarised summarized
summarises nagbubuod
summarising buod
summary buod
summation pagbubuo
summit rurok
summon ipatawag
summoned Ipinatawag
summons patawag
sumptuous masagana
sun araw
sunbeds sunbed
sunday Linggo
sundays Linggo
sunder maghiwalay
sunflower mirasol
sunflowers sunflower
sunken lubog
sunny maaraw
sunsets sunset
sunspot pekas
sup humigop
superabundance kalabisan
superannuate itiwalag
superannuated matanda
superb napakahusay
supercargo superkargo
supercilious mapangmata
superficial mababaw
superfluity kalabisan
superfluous kalabisan
superheat pakainitin
superimpose magpatong
superincumbent humihinga
superintend pamanihalaan
superintendence pamamatnugot
superintendent tagapangasiwa
superiors nakatataas
supermarkets supermarket
supernal panlangit
supernaturally makalangit
superposition superposisyon
superpower pinakamalakas
superscript tinitikan
superscription paninitik
supersede pumalit
superseding sumasapaw
superstars superstar
superstition pamahiin
superstitions pamahiin
superstitious mapamahiin
superstructure pagsasahimig
supervene sumunod
supervise mangasiwa
supervised pinangangasiwaan
supervising nangangasiwa
supervision pangangasiwa
supervisor superbisor
supervisors superbisor
supervisory namamahala
supine tinatamad
supper hapunan
supplant pumalit
supplanted inagawan
supplement suplemento
supplemental suplemento
supplementary karagdagan
supplemented pupunan
suppleness kabanatinan
supplicant namamanhik
supplicate magmakaawa
supplication pamanhik
supplications pamanhik
supplied ibinibigay
supplier tagapagtustos
suppliers supplier
supply panustos
supplying pagbibigay
supported suportado
supporter tagataguyod
supporters tagasuporta
supporting sumusuporta
supportive pansuportang
supports suporta
suppose ipagpalagay
supposed pakunwari
supposedly parang
supposititious mandaraya
suppress sugpuin
suppressed bigti
suppressing hadlang
suppression pagpigil
surcease tigil
surcharges surcharge
sure sigurado
surely tiyak
surety tagapanagot
surface ibabaw
surfaced lumutang
surfaces ibabaw
surfacing takip
surfeit pagpapakasawa
surgeon siruhano
surgeons Surgeon
surgeries Pagpapaospital
surgery pagtitistis
surgical kirurhiko
surging sumusulong
surmise ula
surmount mapagtagumpayan
surname apelyido
surnamed pinamagatang
surnames apelyido
surpass malampasan
surpassed daig
surpasses lumalagpas
surpassing napakagaling
surplice rokete
surplus sobra
surprise sorpresa
surprised mabigla
surprises sorpresa
surrealism surealismo
surrender pagsuko
surrendered sumuko
surrenders pagpapasuko
surreptitious patago
surreptitiously patago
surrogate pangalawa
surround palibutan
surrounded napapaligiran
surrounding nakapaligid
surrounds pumapaligid
surtax karagdagan
surveillance pagmamatyag
survey pagsisiyasat
surveyed survey
surveying pagtilingin
surveyor agrimensor
surveys survey
survived nakaligtas
susceptibility pagkamaramdamin
susceptible maramdamin
suspect pinaghihinalaan
suspected pinaghihinalaang
suspects suspek
suspend suspindihin
suspended suspendido
suspender tirante
suspenders tirante
suspending pagsuspindi
suspends magsususpindi
suspense pananabik
suspension suspensyon
suspensions pagsususpinde
suspicion hinala
suspicions hinala
sustainability pagpapanatili
sustainable napapanatiling
sustained matagal
sustaining nagtutukod
sustenance kabuhayan
suzerain soberano
suzerainty soberanya
svara Sumagot
swab pamunas
swagger pagyayabang
Swain Manliligaw
swallow lunok
swallowed kinain
swallowing paglunok
swamp lumubog
swampland latian
swamps latian
swampy latian
swan sisne
swap magpalitan
swapper nakikipagpalitan
swapping pagpapalit
sward damuhan
sware sumumpa
swarm magkulumpon
Swart Malakayumanggi
swarthy malakayumanggi
swastika suwastika
swat humampas
swathe balutin
swear pasumpain
swearer manunumpa
swearers manunumpa
swearing pagtutungayaw
swearword mura
sweat pawis
sweater panglamig
sweating pagpapawis
sweatshirt panglamig
sweatshirts sweatshirt
sweaty pinagpapawisan
sweep tumangay
sweeper walis
sweeping pahapyaw
sweepstake suwipstik
sweet matamis
sweetened matamis
sweetener pangpatamis
sweeteners pampatamis
sweetening pampatamis
sweetheart syota
sweetie kendi
sweetly matamis
sweetmeat kendi
sweetness tamis
swelled pagmamalaki
swelling pamamaga
swept tinangay
swerve lumihis
swift matulin
swiftly matulin
swiftness kabilisan
swill pagbamlaw
swim lumangoy
swimmer manlalangoy
swimmers manlalangoy
swimming paglangoy
swimmingly tagumpay
swindle panggagantso
swindler manggagantso
swindling huthot
swineherd magbababoy
swing ugoy
swinger nakalulula
swinging pagtatayon
swipe palo
swish pahaginitin
switch lumipat
switched nakabukas
switches switch
switching Paglipat
swivel magpaikot
swivelled swiveled
swivelling swiveling
swollen namamaga
swoon maghimatay
swoops tumatabingi
swop magpalit
sword tabak
swordsman eskrimador
swore sumumpa
sworn sumumpa
swot pagkakabisa
Sybarite Sibarite
Sybil Sibil
sycamore sikamore
sycophant manghihibo
sycophantic sipsip
syllabary pantigan
syllabic papantig
syllable pantig
syllables pantig
syllabub silabob
syllogism silohismo
symbiosis simbiyos
symbol simbolo
symbolic makahulugan
symbolical nagsasagisag
symbolise sumagisag
symbolised sumasagisag
symbolises symbolizes
symbolising sumisimbolo
symbolism simbolismo
symbolist simbolista
symbolize sumagisag
symbolized sumasagisag
symbolizing sumisimbolo
symbols simbolo
symmetric magkatimbang
symmetrical simetriko
sympathetic nagkakasundo
sympathies pakikiramay
sympathise dumamay
sympathised sympathized
sympathiser tagahanga
sympathisers sympathizers
sympathises nakikiramay
sympathising sympathizing
sympathize dumamay
sympathy pakikiramay
symphonic simponiko
symphony simponya
symposium panayam
symptom sintomas
symptomatic nagpapakilala
symptoms sintomas
Syn Kasingkahulugan
synagogue sinagog
synagogues sinagoga
synchronisation synchronization
synchronised synchronize
synchronising synchronize
synchronous kasabay
synchronously synchronous
synchrotron sinkrotron
syncopation sinkope
syndic sindik
syndicalism sindikalismo
syndicalist sindikalista
syndicate sindikato
syndicates sindikato
syndication sindikasyon
syndrome sindrom
synonym singkahulugan
synonymic magkasingkahulugan
synonymous magkasingkahulugan
synonyms kasingkahulugan
synonymy sinonimya
synopsis sinopsis
synoptic sinoptiko
syntactic sintaktik
syntax palaugnayan
synthesis pagbubuo
synthesised synthesize
synthesiser synthesizer
Syracusan Siracusa
Syracusans Siracusano
syria Sirya
syringe hiringgilya
syrup pulot
system sistema
systematic maparaan
systematically sistematikong
ta salamat
tabernacle tabernakulo
tabernacles Tabernakulo
table talahanayan
tablecloth tapete
tableland talampas
tables talahanayan
tablespoon kutsara
tablespoonful sangkutsara
tablets tablet
tabloids Tabloid
taboo bawal
tabulation pagkakahanay
tabulator tabiyuleitor
tack itutos
tackled uusapan
tact katalasan
tactic taktika
tactical pantaktika
tactician taktiko
tactics taktika
tail buntot
tailor sastre
tailored pinasadya
tailoring pananahi
tailpiece pabuntot
tails buntot
taint magkamantsa
tainted nabubuluk
take kumuha
taken kinuha
takeover pumalit
taker mananakop
takes tumatagal
takest ipagpapatuloy
taking pagkuha
talc mika
talcum magtalko
tale kuwento
talentless nakayayamot
talents talento
tales kwento
talkative masalita
talkativeness daldal
talkback sumagot
talked Usapan
talking nagsasalita
talks usapang
tall matangkad
tallest pinakamataas
tallow taba
tally tara
talon pangalmot
tamarind sampalok
tambem masyado
tambour tambol
tambourine tamburin
tambours pandereta
tamed amak
tamen datapuwa't
tamp tabunan
tamper pakialaman
tampering pakikialam
tana pulis
tandem magkasunod
tangent tanghente
tangential tanghential
tangerine dalanghita
tangerines dalanghita
tangible nasasalat
tangle magusot
tangled gusot
tango tanggo
tank tangke
tanked pinuno
tanner mangungulti
tannery kultihan
tanning pangungulti
tantalising mapanukso
tantalisingly tantalizingly
tantalizing mapanukso
Tantalus Tantalos
tantrum bisyo
tantum tangi
tap tapikin
tapas tapa
tape teyp
taped tape
taper magpatulis
tapering patulis
tapeworm ulay
tapioca balinghoy
tapis alpombra
tapping pagtapik
taproom kainan
tar alkitran
tardiness bagal
tardy atrasado
tare tara
targets target
tariff taripa
tarmac tarmak
Taro Gabi
tarpaulin trapal
tarried pagluluwat
tarriest tumitigil
tarry magpalumagak
Tarshish Tarsis
tart maasim
Tartarus Tartar
task gawain
tasked Inatasan
taskmaster katiwala
tasks gawain
tasmania Tasmanya
tassel palawit
tassels Tassel
taste lasa
tasted natikman
tastefully mainam
taster tagatikim
tastes panlasa
tasting pagtikim
tasty malasa
tatters pilas
tatting tating
tattle magtsismis
tattoo tatu
taught Itinuro
taunter manunuya
taut maigting
tautness higpit
tautology tawtolohiya
taverns tavern
tawdry mumurahin
tawny kayumanggi
tax buwis
taxation pagpapabuwis
taxed binubuwisan
taxes buwis
taxidermist taksidermisto
taxidermy taksidermya
taxing pagbubuwis
taxis taxi
taxonomies taxonomy
tea tsaa
teabag tsaa
teach magturo
teacher guro
teachers guro
teaches nagtuturo
teacheth nagtuturo
teaching pagtuturo
teachings turo
teak teka
teal tial
team koponan
teams team
teamster tagapagpatakbo
teapot tsarera
tear mapunit
tearaway punitin
tearful lumuluha
tearing mabulusok
tearoom kapihan
tears luha
teaser tagatis
teasers teaser
teasing panunukso
teaspoon kutsarita
teat utong
technical teknikal
technicality teknisismo
technician tekniko
technicians technician
technique pamamaraan
techniques pamamaraan
technological teknolohiko
technologies teknolohiya
technologist teknologo
technologists technologist
technology teknolohiya
tectonics tektoniko
tedious nakakapagod
tee katangan
teeming masagana
teems umuusad
teenage malabata
teenager tinedyer
teenagers tinedyer
teens kabataan
teeny maliit
teething pagngingipin
telecommunication telekumunikasyon
telegram telegrama
telegraph telegrapo
telegraphic pantelegrapo
telegraphy telegrapya
teleological teleolohiyakal
teleology teleolohiya
telepathic telepatiko
telepathy telepatiya
telephone telepono
telephoned Tinawagan
telephones telepono
telephonic pantelepono
telephoning Pagtawag
telephonist teleponisto
telephony teleponya
teleprinter telemakinilya
telescope teleskopyo
telescopes teleskopyo
telescopic teleskopiko
teletype teletipo
television telebisyon
televisions telebisyon
televisual telebisual
telex teleks
tell sabihin
telleth isinasaysay
telling pagsasabi
tells Sinasabi
telltale madaldal
telly telebisor
temperament ugali
temperamental maramdamin
temperance pagpipigil
temperate mapagtimpi
temperature temperatura
temperatures temperatura
tempered ulo
tempest bagyo
tempestuous maligalig
templates template
temple templo
temples Templo
tempo tuhn
temporally temporal
temporarily pansamantala
temporary pansamantala
temporize maghintay
tempt tuksuhin
temptation tukso
temptations tukso
tempted tinukso
tempter manunukso
temptress manunukso
tempts nyang
ten sampu
tenable maipagtatanggol
tenacity tenasidad
tenancy pamumusesyon
tenant nangungupahan
tenantry pamumusesyon
tenants nangungupahan
tench tenk
tend dumako
tendencies hilig
tendency ugali
tender magiliw
tenderly magiliw
tenderness lambot
tendon litid
tendril pangkuyapit
tends kaugaliang
tennis tenis
tenon mitsa
tenor himig
tense panahunan
tensile makunat
tensity kapanabikan
tentacle galamay
tentative probisyonal
tentatively pansamantalang
tenth ikasampu
tents tolda
tenuity kanipisan
tenuous manipis
tepid maligamgam
tequila tekila
term termino
termagant magaspang
termed tinatawag
terminate wakasan
terminated Winakasan
terminates tinatapos
terminating pagwawakas
termination pagwawakas
terminological pantalakay
terminology terminolohiya
terminus duluhan
termite anay
termites anay
terrace terasa
terraced terrace
terracotta terakota
terrain kalupaan
terrapin terapin
terrestrial panlupa
terribly masyado
terriers terrier
terrific napakalakas
terrify sindakin
terrifying sumisindak
territorial teritoryal
territories teritoryo
territory teritoryo
terrorise takutin
terrorised terrorized
terrorising terrorizing
terrorism terorismo
terrorist terorista
terrorists terorista
tertiary tersiyaryo
tessellation mosaiko
test pagsubok
testament testamento
testamentary ipinamana
tested nasubok
tester tagasiyasat
testers tagasubok
testicle itlog
testified Pinatotohanan
testifies nagpapatotoo
testify magpatotoo
testifying nagpapatotoo
testimonial parangal
testimonies patotoo
testimony patotoo
testing pagsubok
testis bayag
tests pagsusuri
testy maramdamin
tether tali
tethered tether
tethering tether
tetrahedron apsulok
Teutonic Teutoniko
texas Teksas
text teksto
textiles Tela
texts teksto
textual tekstuwal
texture pagkakayari
Thalia Taliya
thallium taliyum
than kaysa
thane tan
thank pasalamatan
thanked nagpasalamat
thankful nagpapasalamat
thankfulness pasalamat
thanks salamat
thanksgiving pagpapasalamat
thanksgivings pagpapasalamat
that na
thatch atip
thaumaturge salamangkero
thaw pagkatunaw
thawed lasaw
thawing lasaw
the ang
theater teatro
theaters sinehan
theatre teatro
theatres sinehan
theft pagnanakaw
thefts pagnanakaw
their nila
theirs kanila
thematic pampakay
theme tema
themes tema
then pagkatapos
theocracy teokratiya
theocratic teokratiko
theodolite teodolit
theologian teologo
theological teolohiko
theologically teolohikal
theology teolohiya
theorem teorama
theoretic panteorya
theoretical panteorya
theoretician teoretista
theorised theorized
theorist teoriko
theory teorya
therapeutic panterapeutika
there doon
thereof niyaon
thermal mainit
thermodynamics termodinamika
thermometers thermometer
thermoplastic termoplastiko
thermostat termostat
thermostatic termostatiko
thesame pareho
thesaurus tesauro
thesis sanaysay
thespian matrahedya
Thessalonians Tesalonica
Thessalonica Tesalonica
Thetis Tetis
thews muskulo
they sila
thick makapal
thickened pampalapot
thickening pampalapot
thicker makapal
thicket sukal
thickly makapal
thickness kapal
thief magnanakaw
thieve nakawin
thievery pagnanakaw
thieves magnanakaw
thieving magnanakaw
thievish mapagnakaw
thigh hita
thighs hita
thimble dedal
thin manipis
thine iyong
thing bagay
thinkable maiisip
thinker palaisip
Thinkest Inakala
thinking isip
thinks palagay
thinly madalang
thinner payat
thinness labnaw
third ikatlo
thirst uhaw
thirsting nauuhaw
thirsty nauuhaw
thirteen labintatlo
thirteenth kalabintatlo
thirtieth ikalabintatlo
thirty tatlumpung
this ito
thistle tistle
thither parito
thong sinturon
thongs tsinelas
thorax dibdib
thorium toriyum
thorn tinik
thorns tinik
thorny masalimuot
thorough masusi
thoroughly lubusan
thoroughness kaganapan
those iyon
thou kayo
though bagaman
thought isipan
thoughtfulness pagkamaalalahanin
thoughtlessness katangaan
thoughts saloobin
thousand libo
thraldom pagkaalipin
thrashing paghahaplit
thread sinulid
threads thread
threat pagbabanta
threaten takutin
threatening nagbabala
threatenings pagbabanta
threatens nagbabanta
threats pagbabanta
three tatlo
threshed pumapalo
thresher tagagiik
threshing panggiik
threshold bungad
thresholds threshold
threw itinapon
thrilled nanginginig
thrillers Thriller
thrilling nakapangmgilabot
thro tuluyan
throat lalamunan
throats lalamunan
throaty panlalamunan
throb pintig
throbbing tumitibok
thrombosis trombosis
throne trono
throttle sumakal
throw magtapon
throwed itinapon
thrower tagahagis
throwing pagkahagis
thrown itinapon
throws itinapon
thrush trus
thrusting pagkatulak
thrusts sulong
thud lagpak
thuggery pagpupupot
thumb hinlalaki
thumping humahampas
thunder kulog
thunderbolt kulog
thundering dumadagundong
thunderous madagundong
thunders kulog
thunderstorm bagyo
thunderstorms thunderstorm
thundery madagundong
thursday Huwebes
Thursdays Huwebes
thus kaya
thwack pamamatay
thwart hadlangan
thwarted binigo
thy iyong
thyroid teroydeo
tiara korona
Tibetan Tibet
tibia lulod
tick magkudlit
ticker pendola
tickers Ticker
ticket tiket
tickets tiket
ticking gris
tickle pahagikhikin
tickler kahirapan
tickling pangingiliti
ticklish maramdamin
tidbits kakanin
tidiness linis
tidings balita
tie itali
tied nakatali
tier baitang
tierce tierse
tiers Tier
ties relasyon
tiger tigre
tigerish malabangis
tigers tigre
tight masikip
tighten higpitan
tightening apreta
tightly mahigpit
tightness higpit
tights pampitis
tightwad kuripot
tilde tilda
tildes tilde
tile baldosa
tiles tile
till hanggang
tilled bungkal
tilling pagbubungkal
tilt tumagilid
tilted tagilid
tilting Pagkiling
timber troso
timbers tabla
time oras
timed inorasan
timeliness pagkanasapanahon
timely napapanahon
timepiece relo
timers timer
times beses
timetable talaorasan
timetables talaorasan
timid mahiyain
timidity kaumiran
timing tiyempo
timorous matatakutin
tin lata
tincture makulayan
tine tulis
tinfoil palara
tinge mabahiran
tingle pangingilig
tingling pangingilig
tinker manghihinang
tinkle tumaginting
tinkling kuliling
tinner tinero
tinsel palara
tinted kinukulayan
tipper tirak
tippet pandong
tipple maglasing
tiptoe tumyad
tire gulong
tired pagod
tiredness pagod
tires gulong
tiresome nakapanghihina
tiring nakapapagod
tiro singki
tissue tisiyu
tissues tisyu
tit utong
titanic gahigante
titanium titan
Titel Pamagat
